"year","scenario","esm","mem","biomass"
2050,"ssp5","ipsl-cm6a-lr","dbpm",1363968198172163
2051,"ssp5","ipsl-cm6a-lr","dbpm",1353943664330415
2052,"ssp5","ipsl-cm6a-lr","dbpm",1345187324097486
2053,"ssp5","ipsl-cm6a-lr","dbpm",1338865233413345
2054,"ssp5","ipsl-cm6a-lr","dbpm",1338085457582287
2055,"ssp5","ipsl-cm6a-lr","dbpm",1333256332919156
2056,"ssp5","ipsl-cm6a-lr","dbpm",1326483791592170
2057,"ssp5","ipsl-cm6a-lr","dbpm",1325352724316408
2058,"ssp5","ipsl-cm6a-lr","dbpm",1325378880878630
2059,"ssp5","ipsl-cm6a-lr","dbpm",1321228272000329
2060,"ssp5","ipsl-cm6a-lr","dbpm",1316996395388998
2061,"ssp5","ipsl-cm6a-lr","dbpm",1314949261530588
2062,"ssp5","ipsl-cm6a-lr","dbpm",1310377007153554
2063,"ssp5","ipsl-cm6a-lr","dbpm",1301258713887112
2064,"ssp5","ipsl-cm6a-lr","dbpm",1292119196001280
2065,"ssp5","ipsl-cm6a-lr","dbpm",1279857106847939
2066,"ssp5","ipsl-cm6a-lr","dbpm",1265066797405330
2067,"ssp5","ipsl-cm6a-lr","dbpm",1254434678335570
2068,"ssp5","ipsl-cm6a-lr","dbpm",1243892227871778
2069,"ssp5","ipsl-cm6a-lr","dbpm",1234063000161697
2070,"ssp5","ipsl-cm6a-lr","dbpm",1228739507652015
2071,"ssp5","ipsl-cm6a-lr","dbpm",1220740567478533
2072,"ssp5","ipsl-cm6a-lr","dbpm",1214476322153730
2073,"ssp5","ipsl-cm6a-lr","dbpm",1212498993061732
2074,"ssp5","ipsl-cm6a-lr","dbpm",1214058704472450
2075,"ssp5","ipsl-cm6a-lr","dbpm",1212259390204221
2076,"ssp5","ipsl-cm6a-lr","dbpm",1209455286152205
2077,"ssp5","ipsl-cm6a-lr","dbpm",1206825492462458
2078,"ssp5","ipsl-cm6a-lr","dbpm",1200261928852211
2079,"ssp5","ipsl-cm6a-lr","dbpm",1191617359944071
2080,"ssp5","ipsl-cm6a-lr","dbpm",1186364991229505
2081,"ssp5","ipsl-cm6a-lr","dbpm",1182368357035232
2082,"ssp5","ipsl-cm6a-lr","dbpm",1177686373098374
2083,"ssp5","ipsl-cm6a-lr","dbpm",1170399447828844
2084,"ssp5","ipsl-cm6a-lr","dbpm",1160099336537160
2085,"ssp5","ipsl-cm6a-lr","dbpm",1151832785356627
2086,"ssp5","ipsl-cm6a-lr","dbpm",1141527854064130
2087,"ssp5","ipsl-cm6a-lr","dbpm",1130525422286532
2088,"ssp5","ipsl-cm6a-lr","dbpm",1122096665045063
2089,"ssp5","ipsl-cm6a-lr","dbpm",1112288700991153
2090,"ssp5","ipsl-cm6a-lr","dbpm",1101856201623658
2091,"ssp5","ipsl-cm6a-lr","dbpm",1092300325589406
2092,"ssp5","ipsl-cm6a-lr","dbpm",1084561181656412
2093,"ssp5","ipsl-cm6a-lr","dbpm",1077265262151552
2094,"ssp5","ipsl-cm6a-lr","dbpm",1069132554546562
2095,"ssp5","ipsl-cm6a-lr","dbpm",1062651769316926
2096,"ssp5","ipsl-cm6a-lr","dbpm",1059126215386655
2097,"ssp5","ipsl-cm6a-lr","dbpm",1054233870989044
2098,"ssp5","ipsl-cm6a-lr","dbpm",1045981733788286
2099,"ssp5","ipsl-cm6a-lr","dbpm",1038489953339953
2100,"ssp5","ipsl-cm6a-lr","dbpm",1031529735475528
1950,"historical","gfdl-esm4","ecotroph",8922862264587838
1951,"historical","gfdl-esm4","ecotroph",8950539759761528
1952,"historical","gfdl-esm4","ecotroph",8986074031953862
1953,"historical","gfdl-esm4","ecotroph",9032778850960888
1954,"historical","gfdl-esm4","ecotroph",9052074161087764
1955,"historical","gfdl-esm4","ecotroph",9097301435990288
1956,"historical","gfdl-esm4","ecotroph",9100952154431392
1957,"historical","gfdl-esm4","ecotroph",9026536821509054
1958,"historical","gfdl-esm4","ecotroph",9093923953597722
1959,"historical","gfdl-esm4","ecotroph",9051559221265284
1960,"historical","gfdl-esm4","ecotroph",9159113699622560
1961,"historical","gfdl-esm4","ecotroph",8996538655938347
1962,"historical","gfdl-esm4","ecotroph",9002609339447125
1963,"historical","gfdl-esm4","ecotroph",9129708507110670
1964,"historical","gfdl-esm4","ecotroph",9071252779949374
1965,"historical","gfdl-esm4","ecotroph",9208651024207166
1966,"historical","gfdl-esm4","ecotroph",9206419638883262
1967,"historical","gfdl-esm4","ecotroph",9111209589408930
1968,"historical","gfdl-esm4","ecotroph",9001050446572987
1969,"historical","gfdl-esm4","ecotroph",9074325975618660
1970,"historical","gfdl-esm4","ecotroph",9038220006729552
1971,"historical","gfdl-esm4","ecotroph",9060909794287118
1972,"historical","gfdl-esm4","ecotroph",9216014257544574
1973,"historical","gfdl-esm4","ecotroph",9019312407406482
1974,"historical","gfdl-esm4","ecotroph",9002768055285514
1975,"historical","gfdl-esm4","ecotroph",8966770130305885
1976,"historical","gfdl-esm4","ecotroph",9040343316298370
1977,"historical","gfdl-esm4","ecotroph",8975256614053803
1978,"historical","gfdl-esm4","ecotroph",8867706989463770
1979,"historical","gfdl-esm4","ecotroph",8950974245741624
1980,"historical","gfdl-esm4","ecotroph",8957728931635039
1981,"historical","gfdl-esm4","ecotroph",8860084214528757
1982,"historical","gfdl-esm4","ecotroph",8882200315522322
1983,"historical","gfdl-esm4","ecotroph",9001490332453211
1984,"historical","gfdl-esm4","ecotroph",9036646159758932
1985,"historical","gfdl-esm4","ecotroph",9059275411105222
1986,"historical","gfdl-esm4","ecotroph",9101724761065092
1987,"historical","gfdl-esm4","ecotroph",9108553369001418
1988,"historical","gfdl-esm4","ecotroph",9034523135081024
1989,"historical","gfdl-esm4","ecotroph",8900471498585815
1990,"historical","gfdl-esm4","ecotroph",8849960743262773
1991,"historical","gfdl-esm4","ecotroph",8830931497261061
1992,"historical","gfdl-esm4","ecotroph",8987022585105385
1993,"historical","gfdl-esm4","ecotroph",9067152709930470
1994,"historical","gfdl-esm4","ecotroph",8904209881090388
1995,"historical","gfdl-esm4","ecotroph",9011479717989474
1996,"historical","gfdl-esm4","ecotroph",8936917230082961
1997,"historical","gfdl-esm4","ecotroph",8929680093779538
1998,"historical","gfdl-esm4","ecotroph",8934859078787842
1999,"historical","gfdl-esm4","ecotroph",8799807497469752
2000,"historical","gfdl-esm4","ecotroph",8882948503340387
2001,"historical","gfdl-esm4","ecotroph",8821824065049935
2002,"historical","gfdl-esm4","ecotroph",8802123899576069
2003,"historical","gfdl-esm4","ecotroph",8630421264472968
2004,"historical","gfdl-esm4","ecotroph",8699828295194839
2005,"historical","gfdl-esm4","ecotroph",8734792994213030
2006,"historical","gfdl-esm4","ecotroph",8756600867356078
2007,"historical","gfdl-esm4","ecotroph",8821612209099299
2008,"historical","gfdl-esm4","ecotroph",8789456705960023
2009,"historical","gfdl-esm4","ecotroph",8863780640026530
2010,"historical","gfdl-esm4","ecotroph",8913620649584526
2011,"historical","gfdl-esm4","ecotroph",8790353455502551
2012,"historical","gfdl-esm4","ecotroph",8662465084477018
2013,"historical","gfdl-esm4","ecotroph",8569612250604005
2014,"historical","gfdl-esm4","ecotroph",8636783666088855
2015,"ssp1","gfdl-esm4","ecotroph",8713818846796632
2016,"ssp1","gfdl-esm4","ecotroph",8656662293940285
2017,"ssp1","gfdl-esm4","ecotroph",8437776702579430
2018,"ssp1","gfdl-esm4","ecotroph",8608885790291244
2019,"ssp1","gfdl-esm4","ecotroph",8592505761312128
2020,"ssp1","gfdl-esm4","ecotroph",8602315303700368
2021,"ssp1","gfdl-esm4","ecotroph",8523664424462964
2022,"ssp1","gfdl-esm4","ecotroph",8524758463826802
2023,"ssp1","gfdl-esm4","ecotroph",8471907621868011
2024,"ssp1","gfdl-esm4","ecotroph",8520806825074536
2025,"ssp1","gfdl-esm4","ecotroph",8455309432917580
2026,"ssp1","gfdl-esm4","ecotroph",8556689727528029
2027,"ssp1","gfdl-esm4","ecotroph",8594473927388453
2028,"ssp1","gfdl-esm4","ecotroph",8540922752756934
2029,"ssp1","gfdl-esm4","ecotroph",8470395162940143
2030,"ssp1","gfdl-esm4","ecotroph",8437625487303179
2031,"ssp1","gfdl-esm4","ecotroph",8459184909927895
2032,"ssp1","gfdl-esm4","ecotroph",8557322538927633
2033,"ssp1","gfdl-esm4","ecotroph",8450953976512558
2034,"ssp1","gfdl-esm4","ecotroph",8465841542268833
2035,"ssp1","gfdl-esm4","ecotroph",8474127940308781
2036,"ssp1","gfdl-esm4","ecotroph",8408878913081304
2037,"ssp1","gfdl-esm4","ecotroph",8430942373258882
2038,"ssp1","gfdl-esm4","ecotroph",8489936656239132
2039,"ssp1","gfdl-esm4","ecotroph",8526463335486048
2040,"ssp1","gfdl-esm4","ecotroph",8575582091537730
2041,"ssp1","gfdl-esm4","ecotroph",8391903768260694
2042,"ssp1","gfdl-esm4","ecotroph",8327614429335394
2043,"ssp1","gfdl-esm4","ecotroph",8319077403594393
2044,"ssp1","gfdl-esm4","ecotroph",8402686708526725
2045,"ssp1","gfdl-esm4","ecotroph",8348261456983191
2046,"ssp1","gfdl-esm4","ecotroph",8396502543217905
2047,"ssp1","gfdl-esm4","ecotroph",8440059550163862
2048,"ssp1","gfdl-esm4","ecotroph",8412508333447960
2049,"ssp1","gfdl-esm4","ecotroph",8316031765651982
2050,"ssp1","gfdl-esm4","ecotroph",8432989399201854
2051,"ssp1","gfdl-esm4","ecotroph",8364710971615238
2052,"ssp1","gfdl-esm4","ecotroph",8489250611264479
2053,"ssp1","gfdl-esm4","ecotroph",8471109239115850
2054,"ssp1","gfdl-esm4","ecotroph",8326596747135872
2055,"ssp1","gfdl-esm4","ecotroph",8337661349367795
2056,"ssp1","gfdl-esm4","ecotroph",8353639682165985
2057,"ssp1","gfdl-esm4","ecotroph",8304415070475082
2058,"ssp1","gfdl-esm4","ecotroph",8405680840584946
2059,"ssp1","gfdl-esm4","ecotroph",8419117697893786
2060,"ssp1","gfdl-esm4","ecotroph",8388982489994211
2061,"ssp1","gfdl-esm4","ecotroph",8359765747600670
2062,"ssp1","gfdl-esm4","ecotroph",8486991385001822
2063,"ssp1","gfdl-esm4","ecotroph",8392643722386739
2064,"ssp1","gfdl-esm4","ecotroph",8413869709668942
2065,"ssp1","gfdl-esm4","ecotroph",8390649921686720
2066,"ssp1","gfdl-esm4","ecotroph",8357054698463525
2067,"ssp1","gfdl-esm4","ecotroph",8335799172035041
2068,"ssp1","gfdl-esm4","ecotroph",8260090396026971
2069,"ssp1","gfdl-esm4","ecotroph",8223778390970612
2070,"ssp1","gfdl-esm4","ecotroph",8315956169466266
2071,"ssp1","gfdl-esm4","ecotroph",8332120097447720
2072,"ssp1","gfdl-esm4","ecotroph",8266904596526623
2073,"ssp1","gfdl-esm4","ecotroph",8306299450244838
2074,"ssp1","gfdl-esm4","ecotroph",8412796574442351
2075,"ssp1","gfdl-esm4","ecotroph",8391470998473104
2076,"ssp1","gfdl-esm4","ecotroph",8433992906029745
2077,"ssp1","gfdl-esm4","ecotroph",8241865365579138
2078,"ssp1","gfdl-esm4","ecotroph",8124868696649387
2079,"ssp1","gfdl-esm4","ecotroph",8288220656836357
2080,"ssp1","gfdl-esm4","ecotroph",8293663358583724
2081,"ssp1","gfdl-esm4","ecotroph",8291426009538909
2082,"ssp1","gfdl-esm4","ecotroph",8062442354745728
2083,"ssp1","gfdl-esm4","ecotroph",8138946062565342
2084,"ssp1","gfdl-esm4","ecotroph",8372240609813381
2085,"ssp1","gfdl-esm4","ecotroph",8309868463356984
2086,"ssp1","gfdl-esm4","ecotroph",8242893873429069
2087,"ssp1","gfdl-esm4","ecotroph",8291244114329067
2088,"ssp1","gfdl-esm4","ecotroph",8218845960661351
2089,"ssp1","gfdl-esm4","ecotroph",8314316925881166
2090,"ssp1","gfdl-esm4","ecotroph",8216946935347118
2091,"ssp1","gfdl-esm4","ecotroph",8359883529559225
2092,"ssp1","gfdl-esm4","ecotroph",8341120580641601
2093,"ssp1","gfdl-esm4","ecotroph",8366435660959787
2094,"ssp1","gfdl-esm4","ecotroph",8393980495708097
2095,"ssp1","gfdl-esm4","ecotroph",8411970563328742
2096,"ssp1","gfdl-esm4","ecotroph",8399504951431852
2097,"ssp1","gfdl-esm4","ecotroph",8190400261106672
2098,"ssp1","gfdl-esm4","ecotroph",8223395099852684
2099,"ssp1","gfdl-esm4","ecotroph",8344883715327777
2100,"ssp1","gfdl-esm4","ecotroph",8306107323304262
2015,"ssp5","gfdl-esm4","ecotroph",8702814286895000
2016,"ssp5","gfdl-esm4","ecotroph",8542529524049260
2017,"ssp5","gfdl-esm4","ecotroph",8621578505196831
2018,"ssp5","gfdl-esm4","ecotroph",8718340657195681
2019,"ssp5","gfdl-esm4","ecotroph",8635220267468764
2020,"ssp5","gfdl-esm4","ecotroph",8472788937411301
2021,"ssp5","gfdl-esm4","ecotroph",8589988251511109
2022,"ssp5","gfdl-esm4","ecotroph",8572634628494201
2023,"ssp5","gfdl-esm4","ecotroph",8650282836943594
2024,"ssp5","gfdl-esm4","ecotroph",8639275512503721
2025,"ssp5","gfdl-esm4","ecotroph",8625865501570624
2026,"ssp5","gfdl-esm4","ecotroph",8568166143084224
2027,"ssp5","gfdl-esm4","ecotroph",8585489821304868
2028,"ssp5","gfdl-esm4","ecotroph",8595210574173724
2029,"ssp5","gfdl-esm4","ecotroph",8498221103020845
2030,"ssp5","gfdl-esm4","ecotroph",8619154152419299
2031,"ssp5","gfdl-esm4","ecotroph",8515599233964284
2032,"ssp5","gfdl-esm4","ecotroph",8402832450463863
2033,"ssp5","gfdl-esm4","ecotroph",8408516022088274
2034,"ssp5","gfdl-esm4","ecotroph",8525657235873628
2035,"ssp5","gfdl-esm4","ecotroph",8505409096645009
2036,"ssp5","gfdl-esm4","ecotroph",8421670649004615
2037,"ssp5","gfdl-esm4","ecotroph",8409453508945187
2038,"ssp5","gfdl-esm4","ecotroph",8445781404268142
2039,"ssp5","gfdl-esm4","ecotroph",8431735907757794
2040,"ssp5","gfdl-esm4","ecotroph",8372904089410796
2041,"ssp5","gfdl-esm4","ecotroph",8370188831135636
2042,"ssp5","gfdl-esm4","ecotroph",8340826778595046
2043,"ssp5","gfdl-esm4","ecotroph",8235089177763818
2044,"ssp5","gfdl-esm4","ecotroph",8191702449336351
2045,"ssp5","gfdl-esm4","ecotroph",8141391015212402
2046,"ssp5","gfdl-esm4","ecotroph",8229540188406145
2047,"ssp5","gfdl-esm4","ecotroph",8299632213905615
2048,"ssp5","gfdl-esm4","ecotroph",8213531621852900
2049,"ssp5","gfdl-esm4","ecotroph",8037270821104974
2050,"ssp5","gfdl-esm4","ecotroph",8150106883417435
2051,"ssp5","gfdl-esm4","ecotroph",8145533146121454
2052,"ssp5","gfdl-esm4","ecotroph",8008267975549315
2053,"ssp5","gfdl-esm4","ecotroph",8059476886134530
2054,"ssp5","gfdl-esm4","ecotroph",7986260460016396
2055,"ssp5","gfdl-esm4","ecotroph",7999445041247889
2056,"ssp5","gfdl-esm4","ecotroph",8143386115978433
2057,"ssp5","gfdl-esm4","ecotroph",7959086070146641
2058,"ssp5","gfdl-esm4","ecotroph",7990207961367893
2059,"ssp5","gfdl-esm4","ecotroph",7971355661189381
2060,"ssp5","gfdl-esm4","ecotroph",7981555477820421
2061,"ssp5","gfdl-esm4","ecotroph",7818075303251698
2062,"ssp5","gfdl-esm4","ecotroph",7897657903571033
2063,"ssp5","gfdl-esm4","ecotroph",7862119125740741
2064,"ssp5","gfdl-esm4","ecotroph",7748094610805671
2065,"ssp5","gfdl-esm4","ecotroph",7897926454353695
2066,"ssp5","gfdl-esm4","ecotroph",7931057876771034
2067,"ssp5","gfdl-esm4","ecotroph",7758925816916588
2068,"ssp5","gfdl-esm4","ecotroph",7794772611692471
2069,"ssp5","gfdl-esm4","ecotroph",7581592203214445
2070,"ssp5","gfdl-esm4","ecotroph",7566961602611456
2071,"ssp5","gfdl-esm4","ecotroph",7587582953696967
2072,"ssp5","gfdl-esm4","ecotroph",7634153563817364
2073,"ssp5","gfdl-esm4","ecotroph",7563430183615910
2074,"ssp5","gfdl-esm4","ecotroph",7654155008784001
2075,"ssp5","gfdl-esm4","ecotroph",7530869958585032
2076,"ssp5","gfdl-esm4","ecotroph",7635745658951889
2077,"ssp5","gfdl-esm4","ecotroph",7520260780757649
2078,"ssp5","gfdl-esm4","ecotroph",7407259966101894
2079,"ssp5","gfdl-esm4","ecotroph",7526517301446798
2080,"ssp5","gfdl-esm4","ecotroph",7507183163799878
2081,"ssp5","gfdl-esm4","ecotroph",7408021441355761
2082,"ssp5","gfdl-esm4","ecotroph",7272913994863555
2083,"ssp5","gfdl-esm4","ecotroph",7388421448353646
2084,"ssp5","gfdl-esm4","ecotroph",7387256030258348
2085,"ssp5","gfdl-esm4","ecotroph",7297764526534594
2086,"ssp5","gfdl-esm4","ecotroph",7246497108445400
2087,"ssp5","gfdl-esm4","ecotroph",7296001259133265
2088,"ssp5","gfdl-esm4","ecotroph",7241732435859137
2089,"ssp5","gfdl-esm4","ecotroph",7034706536838340
2090,"ssp5","gfdl-esm4","ecotroph",7205629275441483
2091,"ssp5","gfdl-esm4","ecotroph",7254218648791853
2092,"ssp5","gfdl-esm4","ecotroph",7178612735802120
2093,"ssp5","gfdl-esm4","ecotroph",7228847138885833
2094,"ssp5","gfdl-esm4","ecotroph",7179949983226702
2095,"ssp5","gfdl-esm4","ecotroph",7013431874947780
2096,"ssp5","gfdl-esm4","ecotroph",7023744497785490
2097,"ssp5","gfdl-esm4","ecotroph",7116426757542653
2098,"ssp5","gfdl-esm4","ecotroph",7061273161764953
2099,"ssp5","gfdl-esm4","ecotroph",6945893750895332
2100,"ssp5","gfdl-esm4","ecotroph",6861217285134306
1950,"historical","ipsl-cm6a-lr","ecotroph",8077838836586748
1951,"historical","ipsl-cm6a-lr","ecotroph",7973206316117617
1952,"historical","ipsl-cm6a-lr","ecotroph",7929575155320374
1953,"historical","ipsl-cm6a-lr","ecotroph",7969785971513152
1954,"historical","ipsl-cm6a-lr","ecotroph",8087835201343600
1955,"historical","ipsl-cm6a-lr","ecotroph",7920340678264628
1956,"historical","ipsl-cm6a-lr","ecotroph",7963599660020980
1957,"historical","ipsl-cm6a-lr","ecotroph",7926203956062112
1958,"historical","ipsl-cm6a-lr","ecotroph",7961739104548428
1959,"historical","ipsl-cm6a-lr","ecotroph",7990640119157377
1960,"historical","ipsl-cm6a-lr","ecotroph",7930652370424793
1961,"historical","ipsl-cm6a-lr","ecotroph",7898658167377333
1962,"historical","ipsl-cm6a-lr","ecotroph",7839472048471784
1963,"historical","ipsl-cm6a-lr","ecotroph",8006304140329958
1964,"historical","ipsl-cm6a-lr","ecotroph",7975748694666571
1965,"historical","ipsl-cm6a-lr","ecotroph",8007782313180900
1966,"historical","ipsl-cm6a-lr","ecotroph",7982506072728532
1967,"historical","ipsl-cm6a-lr","ecotroph",8070857529430179
1968,"historical","ipsl-cm6a-lr","ecotroph",8075880216897005
1969,"historical","ipsl-cm6a-lr","ecotroph",8024929988243900
1970,"historical","ipsl-cm6a-lr","ecotroph",8094321779649607
1971,"historical","ipsl-cm6a-lr","ecotroph",8135305068431278
1972,"historical","ipsl-cm6a-lr","ecotroph",7975473126506335
1973,"historical","ipsl-cm6a-lr","ecotroph",7959344278729331
1974,"historical","ipsl-cm6a-lr","ecotroph",8106529561218826
1975,"historical","ipsl-cm6a-lr","ecotroph",7963415269904173
1976,"historical","ipsl-cm6a-lr","ecotroph",7971020002958477
1977,"historical","ipsl-cm6a-lr","ecotroph",8028162928658074
1978,"historical","ipsl-cm6a-lr","ecotroph",8069631134623079
1979,"historical","ipsl-cm6a-lr","ecotroph",8118116639820696
1980,"historical","ipsl-cm6a-lr","ecotroph",7995577379178116
1981,"historical","ipsl-cm6a-lr","ecotroph",7956680603504663
1982,"historical","ipsl-cm6a-lr","ecotroph",8053303573500837
1983,"historical","ipsl-cm6a-lr","ecotroph",8136285260176967
1984,"historical","ipsl-cm6a-lr","ecotroph",8207119272914260
1985,"historical","ipsl-cm6a-lr","ecotroph",8309140929968599
1986,"historical","ipsl-cm6a-lr","ecotroph",8210214839851992
1987,"historical","ipsl-cm6a-lr","ecotroph",8110597482905129
1988,"historical","ipsl-cm6a-lr","ecotroph",8044135001447057
1989,"historical","ipsl-cm6a-lr","ecotroph",7930450988046436
1990,"historical","ipsl-cm6a-lr","ecotroph",8062839595503750
1991,"historical","ipsl-cm6a-lr","ecotroph",8032990957900519
1992,"historical","ipsl-cm6a-lr","ecotroph",7957526216072006
1993,"historical","ipsl-cm6a-lr","ecotroph",8058806945652463
1994,"historical","ipsl-cm6a-lr","ecotroph",8088238491437912
1995,"historical","ipsl-cm6a-lr","ecotroph",8033718316000552
1996,"historical","ipsl-cm6a-lr","ecotroph",7937791438248832
1997,"historical","ipsl-cm6a-lr","ecotroph",8000120643490121
1998,"historical","ipsl-cm6a-lr","ecotroph",8056575857674244
1999,"historical","ipsl-cm6a-lr","ecotroph",8010644079764367
2000,"historical","ipsl-cm6a-lr","ecotroph",7906277715837889
2001,"historical","ipsl-cm6a-lr","ecotroph",8012277096261010
2002,"historical","ipsl-cm6a-lr","ecotroph",8036982371007757
2003,"historical","ipsl-cm6a-lr","ecotroph",8083004921268045
2004,"historical","ipsl-cm6a-lr","ecotroph",8031801994390965
2005,"historical","ipsl-cm6a-lr","ecotroph",7843970468231915
2006,"historical","ipsl-cm6a-lr","ecotroph",7907378914520176
2007,"historical","ipsl-cm6a-lr","ecotroph",8064015629687809
2008,"historical","ipsl-cm6a-lr","ecotroph",8095495204548465
2009,"historical","ipsl-cm6a-lr","ecotroph",7960776372966977
2010,"historical","ipsl-cm6a-lr","ecotroph",7908779882471025
2011,"historical","ipsl-cm6a-lr","ecotroph",8049341996895566
2012,"historical","ipsl-cm6a-lr","ecotroph",7883484102595713
2013,"historical","ipsl-cm6a-lr","ecotroph",7938824183761957
2014,"historical","ipsl-cm6a-lr","ecotroph",8001519806471486
2015,"ssp1","ipsl-cm6a-lr","ecotroph",8039362349880376
2016,"ssp1","ipsl-cm6a-lr","ecotroph",7896991542735264
2017,"ssp1","ipsl-cm6a-lr","ecotroph",7829548632321929
2018,"ssp1","ipsl-cm6a-lr","ecotroph",7700069595428174
2019,"ssp1","ipsl-cm6a-lr","ecotroph",7793186886853782
2020,"ssp1","ipsl-cm6a-lr","ecotroph",7755696813258512
2021,"ssp1","ipsl-cm6a-lr","ecotroph",7754591245367583
2022,"ssp1","ipsl-cm6a-lr","ecotroph",7786158527511142
2023,"ssp1","ipsl-cm6a-lr","ecotroph",7669377773358127
2024,"ssp1","ipsl-cm6a-lr","ecotroph",7607310485226805
2025,"ssp1","ipsl-cm6a-lr","ecotroph",7591734498140765
2026,"ssp1","ipsl-cm6a-lr","ecotroph",7706782902319567
2027,"ssp1","ipsl-cm6a-lr","ecotroph",7742923323207104
2028,"ssp1","ipsl-cm6a-lr","ecotroph",7682249129441425
2029,"ssp1","ipsl-cm6a-lr","ecotroph",7753866158938122
2030,"ssp1","ipsl-cm6a-lr","ecotroph",7685547605163060
2031,"ssp1","ipsl-cm6a-lr","ecotroph",7698922457739486
2032,"ssp1","ipsl-cm6a-lr","ecotroph",7635500770572895
2033,"ssp1","ipsl-cm6a-lr","ecotroph",7560885548185844
2034,"ssp1","ipsl-cm6a-lr","ecotroph",7664949335042284
2035,"ssp1","ipsl-cm6a-lr","ecotroph",7624812681850450
2036,"ssp1","ipsl-cm6a-lr","ecotroph",7688055216042012
2037,"ssp1","ipsl-cm6a-lr","ecotroph",7627856884048643
2038,"ssp1","ipsl-cm6a-lr","ecotroph",7545047292410980
2039,"ssp1","ipsl-cm6a-lr","ecotroph",7609025237198660
2040,"ssp1","ipsl-cm6a-lr","ecotroph",7634745364049614
2041,"ssp1","ipsl-cm6a-lr","ecotroph",7543832399864325
2042,"ssp1","ipsl-cm6a-lr","ecotroph",7574433398438066
2043,"ssp1","ipsl-cm6a-lr","ecotroph",7653668194748978
2044,"ssp1","ipsl-cm6a-lr","ecotroph",7540592448951960
2045,"ssp1","ipsl-cm6a-lr","ecotroph",7550458851188457
2046,"ssp1","ipsl-cm6a-lr","ecotroph",7595802715214168
2047,"ssp1","ipsl-cm6a-lr","ecotroph",7510873497252282
2048,"ssp1","ipsl-cm6a-lr","ecotroph",7462473770514309
2049,"ssp1","ipsl-cm6a-lr","ecotroph",7532831526798841
2050,"ssp1","ipsl-cm6a-lr","ecotroph",7500434367709093
2051,"ssp1","ipsl-cm6a-lr","ecotroph",7550863446550194
2052,"ssp1","ipsl-cm6a-lr","ecotroph",7578084175585198
2053,"ssp1","ipsl-cm6a-lr","ecotroph",7581095727748866
2054,"ssp1","ipsl-cm6a-lr","ecotroph",7626879351037350
2055,"ssp1","ipsl-cm6a-lr","ecotroph",7509408616077380
2056,"ssp1","ipsl-cm6a-lr","ecotroph",7540582581930327
2057,"ssp1","ipsl-cm6a-lr","ecotroph",7574442084230417
2058,"ssp1","ipsl-cm6a-lr","ecotroph",7441466715737370
2059,"ssp1","ipsl-cm6a-lr","ecotroph",7418709997157031
2060,"ssp1","ipsl-cm6a-lr","ecotroph",7495445962700903
2061,"ssp1","ipsl-cm6a-lr","ecotroph",7539739084470720
2062,"ssp1","ipsl-cm6a-lr","ecotroph",7491654640356050
2063,"ssp1","ipsl-cm6a-lr","ecotroph",7503002836631214
2064,"ssp1","ipsl-cm6a-lr","ecotroph",7443144321757341
2065,"ssp1","ipsl-cm6a-lr","ecotroph",7422202668617668
2066,"ssp1","ipsl-cm6a-lr","ecotroph",7490680733264167
2067,"ssp1","ipsl-cm6a-lr","ecotroph",7424001350232008
2068,"ssp1","ipsl-cm6a-lr","ecotroph",7434844482256280
2069,"ssp1","ipsl-cm6a-lr","ecotroph",7484235877208197
2070,"ssp1","ipsl-cm6a-lr","ecotroph",7411708549802128
2071,"ssp1","ipsl-cm6a-lr","ecotroph",7453101173552949
2072,"ssp1","ipsl-cm6a-lr","ecotroph",7496133136996527
2073,"ssp1","ipsl-cm6a-lr","ecotroph",7499547699243230
2074,"ssp1","ipsl-cm6a-lr","ecotroph",7474953148788295
2075,"ssp1","ipsl-cm6a-lr","ecotroph",7490446637995898
2076,"ssp1","ipsl-cm6a-lr","ecotroph",7387600232063841
2077,"ssp1","ipsl-cm6a-lr","ecotroph",7423428428427148
2078,"ssp1","ipsl-cm6a-lr","ecotroph",7516344305404158
2079,"ssp1","ipsl-cm6a-lr","ecotroph",7481760466782205
2080,"ssp1","ipsl-cm6a-lr","ecotroph",7405980037992085
2081,"ssp1","ipsl-cm6a-lr","ecotroph",7427992509318394
2082,"ssp1","ipsl-cm6a-lr","ecotroph",7339460052700960
2083,"ssp1","ipsl-cm6a-lr","ecotroph",7256744259818504
2084,"ssp1","ipsl-cm6a-lr","ecotroph",7283219403698761
2085,"ssp1","ipsl-cm6a-lr","ecotroph",7347818922846276
2086,"ssp1","ipsl-cm6a-lr","ecotroph",7509648185303194
2087,"ssp1","ipsl-cm6a-lr","ecotroph",7415764359244903
2088,"ssp1","ipsl-cm6a-lr","ecotroph",7421207296463861
2089,"ssp1","ipsl-cm6a-lr","ecotroph",7502347372382362
2090,"ssp1","ipsl-cm6a-lr","ecotroph",7537958291977789
2091,"ssp1","ipsl-cm6a-lr","ecotroph",7539539771351366
2092,"ssp1","ipsl-cm6a-lr","ecotroph",7494089842815363
2093,"ssp1","ipsl-cm6a-lr","ecotroph",7515349567392874
2094,"ssp1","ipsl-cm6a-lr","ecotroph",7503155708637285
2095,"ssp1","ipsl-cm6a-lr","ecotroph",7555616908689699
2096,"ssp1","ipsl-cm6a-lr","ecotroph",7564157440895281
